stackid,respid,party,votech,stacked_votech,ptv,lr_dist,age_cont_yhat,age_dich_yhat,socdem_dich_yhat,socdem_cont_yhat,gndr,age
5271-1505,5271,1505,,0,0,0.284213012162003,0.258247947594914,0.0163471670331053,0.0194646349782352,0.195543905952277,1,35
5271-1506,5271,1506,,0,0,0.123843988741456,0.31959419882146,0.0562411937184714,0.0256922481986953,0.245330514655923,1,35
5271-1507,5271,1507,,0,0,0.0987522281639929,0.304610158381525,0.0336500784113208,0.0302393603323453,0.32854364987947,1,35
5287-1501,5287,1501,1504,0,0,0.355152377564331,0.336772590324599,0.1594120850338,0.194544038593009,0.364288773702589,1,50
5287-1502,5287,1502,1504,0,0,0.29258469556977,0.259677302095308,0.0394236492287227,0.0547526671205197,0.274424367373292,1,50
5287-1503,5287,1503,1504,0,0.5,,0.441069967727231,0.244234446057336,0.236967745517461,0.381313680791261,1,50
5287-1504,5287,1504,1504,1,1,,0.390932789211511,0.156475302650567,0.156495161302988,0.38403018641585,1,50
5287-1505,5287,1505,1504,0,0,0.160231432282442,0.219976233887698,0.0207379662401494,0.020741776085186,0.220061580773234,1,50
5287-1506,5287,1506,1504,0,0,0.4317115668141,0.269201428036953,0.0411200225903051,0.0585256293952107,0.270697132213335,1,50
5287-1507,5287,1507,1504,0,0,0.234581105169341,0.303025292000593,0.0399322256325099,0.0536941681088307,0.301974247573519,1,50
5290-1501,5290,1501,1504,0,0,0.755958733546781,0.320498414240375,0.179181007459085,0.16642521301915,0.30211947601673,1,62
5290-1502,5290,1502,1504,0,0,0.29258469556977,0.239300533426109,0.0365351979385477,0.0350239664637515,0.25109507069098,1,62
5290-1503,5290,1503,1504,0,0,0.205082742316785,0.446206556323357,0.267371378652851,0.290625257395779,0.45567614664662,1,62
5290-1504,5290,1504,1504,1,0.6,0.228991060025543,0.357128060152755,0.161822280689924,0.181672162553833,0.356926040686098,1,62
5290-1505,5290,1505,1504,0,0.1,0.160231432282442,0.189358862921926,0.0250643514190351,0.0294670444256776,0.139527056575651,1,62
5290-1506,5290,1506,1504,0,0,,0.228887211409347,0.0319067629599699,0.0196598161697002,0.169638268628742,1,62
5290-1507,5290,1507,1504,0,0,0.234581105169341,0.301757398895847,0.0457528812519886,0.0447455260034219,0.325468140355358,1,62
5296-1501,5296,1501,1503,0,0.5,0.311514289102336,0.339484953005302,0.15629476482316,0.189787556479836,0.364595049302406,1,48
5296-1502,5296,1502,1503,0,0.6,0.151859748874674,0.263073430206841,0.0399258874490262,0.0560073293813433,0.278146681176843,1,48
5296-1503,5296,1503,1503,1,0.6,0.128250591016548,0.440213869627876,0.240512891418276,0.234920137776126,0.382367928262526,1,48
5296-1504,5296,1504,1503,0,0.7,0.215453384418902,0.396566910721304,0.155598263912975,0.156141819663363,0.39066326407984,1,48
5296-1505,5296,1505,1503,0,0,0.617546345495336,0.22507912904866,0.0200917204764242,0.020112000893554,0.224210977023354,1,48
5296-1506,5296,1506,1503,0,0,0.234955099852567,0.275920464141554,0.0428851630416155,0.0596531416693258,0.276303965252386,1,48
5296-1507,5296,1507,1503,0,0,0.209863339275104,0.30323660751805,0.0390337633822619,0.0521830566719352,0.302202063093823,1,48
5305-1501,5305,1501,1504,0,0,0.355152377564331,0.340841134345654,0.154754819831745,0.187442924252516,0.364748187102315,1,47
5305-1502,5305,1502,1504,0,0,0.29258469556977,0.264771494262607,0.0401793006834181,0.0566447574101846,0.280007838078619,1,47
5305-1503,5305,1503,1504,0,0,0.205082742316785,0.439785820578199,0.238666706682639,0.233900942506089,0.382895051998158,1,47
5305-1504,5305,1504,1504,1,1,,0.399383971476201,0.155161250340944,0.155965392793341,0.393979802911835,1,47
5305-1505,5305,1505,1504,0,0,0.160231432282442,0.227630576629142,0.0197760359624119,0.0198041748764394,0.226285675148414,1,47
5305-1506,5305,1506,1504,0,0,,0.279279982193854,0.0437946584398445,0.0602244980181522,0.279107381771911,1,47
5305-1507,5305,1507,1504,0,0,0.234581105169341,0.303342265276779,0.0385918357693095,0.0514426534059695,0.302315970853975,1,47
5306-1501,5306,1501,1507,0,0,0.132930155342108,0.33812877166495,0.157847171930812,0.140596416160441,0.304110267415544,1,49
5306-1502,5306,1502,1507,0,0.5,0.262970859985785,0.261375366151074,0.0396740064418365,0.0406924119810147,0.275290110414067,1,49
5306-1503,5306,1503,1507,0,0.7,0.128250591016548,0.440641918677554,0.242368810825071,0.275642866387918,0.462528755209841,1,49
5306-1504,5306,1504,1507,0,0.4,0.228991060025543,0.393749849966408,0.156036281008278,0.179097482150403,0.400041045502036,1,49
5306-1505,5306,1505,1507,0,0,0.160231432282442,0.222527681468179,0.020412339318296,0.0241466383261568,0.166498132201434,1,49
5306-1506,5306,1506,1507,0,0,0.209489344591878,0.272560946089253,0.0419937258841086,0.02236803227191,0.20608268338257,1,49
5306-1507,5306,1507,1507,1,1,0.123469994058229,0.303130949759322,0.0394805438339488,0.0370793762114835,0.326948941237338,1,49
5312-1501,5312,1501,,0,0.1,0.355152377564331,0.346265859707062,0.148718749051975,0.178287354730206,0.36536073830195,1,43
5312-1502,5312,1502,,0,0.2,0.818526415541341,0.271563750485674,0.0412084458138109,0.0592632430930843,0.287452465685723,1,43
5312-1503,5312,1503,,0,0.2,0.0171394799054373,0.43807362437949,0.23137964986013,0.229854942991048,0.385003546940688,1,43
5312-1504,5312,1504,,0,0.2,0.562324393358876,0.410652214495786,0.153423210587698,0.155261310093388,0.407245958239816,1,43
5312-1505,5312,1505,,0,0,0.160231432282442,0.237836366951066,0.01856120037486,0.0186183878938328,0.234584467648655,1,43
5312-1506,5312,1506,,0,0.1,0.4317115668141,0.292718054403056,0.0476198641019233,0.0625615008075628,0.290321047850012,1,43
5312-1507,5312,1507,,0,0,0.876530005941771,0.303764896311694,0.0368716966385152,0.0485793003387105,0.302771601894585,1,43
5322-1501,5322,1501,,0,0,0.132930155342108,0.323210776921079,0.175757934320817,0.162217759732235,0.302425751616547,1,60
5322-1502,5322,1502,,0,0.4,0.151859748874674,0.242696661537642,0.0370020561504035,0.03584368680254,0.254817384494532,1,60
5322-1503,5322,1503,,0,0.8,0.0171394799054373,0.445350458224003,0.26342015306896,0.288289177565088,0.456730394117885,1,60
5322-1504,5322,1504,,0,0.5,0.117879948914432,0.362762181662548,0.160920989692286,0.181274191662563,0.363559118350089,1,60
5322-1505,5322,1505,,0,0.1,0.160231432282442,0.194461758082888,0.0242866285911614,0.0285800788765781,0.143676452825772,1,60
5322-1506,5322,1506,,0,0,,0.235606247513948,0.0332901406527942,0.0200545173956659,0.175245101667793,1,60
5322-1507,5322,1507,,0,0.5,0.123469994058229,0.301968714413305,0.044729557680607,0.0434746856628812,0.325695955875662,1,60
5325-1501,5325,1501,1504,0,0,0.311514289102336,0.329991683622839,0.167425703174497,0.206828915511173,0.363523084703045,1,55
5325-1502,5325,1502,1504,0,0,0.070362473347548,0.251186981816475,0.0381944274290791,0.0517309367326378,0.265118582864412,1,55
5325-1503,5325,1503,1504,0,0.6,0.0171394799054373,0.443210212975617,0.253707615455208,0.242140400658567,0.378678062113099,1,55
5325-1504,5325,1504,1504,1,1,0.117879948914432,0.37684748543703,0.158685514441629,0.157381364562795,0.367447492255874,1,55
5325-1505,5325,1505,1504,0,0.9,0.160231432282442,0.207218995985293,0.0224438734967926,0.0224018441200839,0.209688090147933,1,55
5325-1506,5325,1506,1504,0,0,,0.252403837775451,0.0370064697784365,0.0557937232581733,0.256680049615709,1,55
5325-1507,5325,1507,1504,0,0,0.234581105169341,0.302497003206949,0.0422658788618906,0.0576543673424226,0.301404708772757,1,55
5329-1501,5329,1501,1503,0,0.1,0.244041266453219,0.34490967836671,0.150209303947779,0.104864742799352,0.276195779281663,1,44
5329-1502,5329,1502,1503,0,0.2,,0.269865686429907,0.0409488186203017,0.067964600457822,0.297424838377706,1,44
5329-1503,5329,1503,1503,1,0.5,0.128250591016548,0.438501673429168,0.233186731142985,0.38454009102506,0.564099082341691,1,44
5329-1504,5329,1504,1503,0,0.1,0.117879948914432,0.40783515374089,0.153856220431395,0.115272323758495,0.494207390418382,1,44
5329-1505,5329,1505,1503,0,0.2,0.0491203211713308,0.235284919370585,0.0188578655670134,0.0304642875552626,0.20683738082574,1,44
5329-1506,5329,1506,1503,0,0.2,0.209489344591878,0.289358536350756,0.0466348039325457,0.0345993090488495,0.257784412371044,1,44
5329-1507,5329,1507,1503,0,0.2,0.123469994058229,0.303659238552966,0.0372946904956179,0.0174329154393578,0.30368082213762,1,44
5331-1501,5331,1501,1502,0,0.2,0.355152377564331,0.36525239847199,0.129111343235042,0.107478756830046,0.307173023413721,1,29
5331-1502,5331,1502,1502,1,0.7,0.29258469556977,0.295336647266405,0.0450125787512488,0.0511580144626366,0.312513248449585,1,29
5331-1503,5331,1503,1502,0,0.7,0.205082742316785,0.43208093768401,0.207114564357952,0.253551081188416,0.473071229922489,1,29
5331-1504,5331,1504,1502,0,0.8,0.215453384418902,0.450091065064335,0.14746540403443,0.175192280554468,0.466371822141941,1,29
5331-1505,5331,1505,1502,0,0,0.160231432282442,0.2735566330778,0.0148590952985466,0.0177418548048364,0.207992094702639,1,29
5331-1506,5331,1506,1502,0,0.5,0.0983782334807667,0.339751307135263,0.0636493258052892,0.0272599896502526,0.262151013773074,1,29
5331-1507,5331,1507,1502,0,0.6,0.209863339275104,0.305244104933898,0.0314139039583732,0.0276973272296281,0.329227096440384,1,29
5332-1501,5332,1501,,0,0.2,0.244041266453219,0.323210776921079,0.175757934320817,0.162217759732235,0.302425751616547,1,60
5332-1502,5332,1502,,0,0.2,0.181473584458659,0.242696661537642,0.0370020561504035,0.03584368680254,0.254817384494532,1,60
5332-1503,5332,1503,,0,0.3,,0.445350458224003,0.26342015306896,0.288289177565088,0.456730394117885,1,60
5332-1504,5332,1504,,0,0.2,,0.362762181662548,0.160920989692286,0.181274191662563,0.363559118350089,1,60
5332-1505,5332,1505,,0,0.2,,0.194461758082888,0.0242866285911614,0.0285800788765781,0.143676452825772,1,60
5332-1506,5332,1506,,0,0.3,,0.235606247513948,0.0332901406527942,0.0200545173956659,0.175245101667793,1,60
5332-1507,5332,1507,,0,0.2,,0.301968714413305,0.044729557680607,0.0434746856628812,0.325695955875662,1,60
5346-1501,5346,1501,1504,0,0,0.244041266453219,0.312361326198263,0.189762415805968,0.172717380817338,0.30329816926286,2,68
5346-1502,5346,1502,1504,0,0,0.151859748874674,0.22911214909151,0.0351683890248846,0.0241007774889699,0.212968351338852,2,68
5346-1503,5346,1503,1504,0,0.5,0.23936170212766,0.44877485062142,0.279448446461787,0.251981758085193,0.464853490294396,2,68
5346-1504,5346,1504,1504,1,0.8,0.10434227330779,0.340225695623377,0.164550597134057,0.175747388789885,0.326056014599797,2,68
5346-1505,5346,1505,1504,0,0,0.160231432282442,0.17405017743904,0.0275458569886336,0.0212290347984812,0.17698905439551,2,68
5346-1506,5346,1506,1504,0,0,0.4317115668141,0.208730103095545,0.0280823382776416,0.0190927255298131,0.211511985460838,2,68
5346-1507,5346,1507,1504,0,0,0.876530005941771,0.301123452343474,0.0489581719340147,0.0451275434093849,0.304711066736664,2,68
5350-1501,5350,1501,1503,0,0,0.0892920668801138,0.35169058506847,0.142878312921845,0.123083247972599,0.305641645414632,1,39
5350-1502,5350,1502,1503,0,0,0.151859748874674,0.27835600670874,0.0422627905788653,0.0456404275177027,0.293901679431826,1,39
5350-1503,5350,1503,1503,1,1,0.0171394799054373,0.436361428180782,0.224249549664606,0.264449248971028,0.467799992566165,1,39
5350-1504,5350,1504,1503,0,0,0.228991060025543,0.421920457515371,0.151701143661068,0.177136436304837,0.433206433821989,1,39
5350-1505,5350,1505,1503,0,0,0.160231432282442,0.24804215727299,0.0174196655465542,0.0207031816117272,0.187245113452036,1,39
5350-1506,5350,1506,1503,0,0,0.209489344591878,0.306156126612258,0.0517610930410696,0.024696223822978,0.234116848577822,1,39
5350-1507,5350,1507,1503,0,0.7,0.123469994058229,0.30418752734661,0.0352254194277701,0.0320581476750442,0.328088018838861,1,39
5358-1501,5358,1501,,0,0.1,0.0218190442309972,0.354402947749174,0.140030451741526,0.0952160507330861,0.277267743881025,1,37
5358-1502,5358,1502,,0,0.1,0.181473584458659,0.281752134820273,0.0427995865222678,0.0734789799980702,0.310452936690137,1,37
5358-1503,5358,1503,,0,0,0.0171394799054373,0.435505330081427,0.220743572766468,0.375175722362485,0.567788948491118,1,37
5358-1504,5358,1504,,0,0.3,0.10434227330779,0.427554579025164,0.150846078655967,0.114319436206322,0.517423162242349,1,37
5358-1505,5358,1505,,0,0.1,0.160231432282442,0.253145052433952,0.0168750442098448,0.0273734035510907,0.221360267701162,1,37
5358-1506,5358,1506,,0,0.1,,0.312875162716859,0.0539573140704225,0.037050174823066,0.27740832800772,1,37
5358-1507,5358,1507,,0,0,0.234581105169341,0.304398842864067,0.0344290610592121,0.0157149056720804,0.304478176458686,1,37
5360-1501,5360,1501,1503,0,0.2,0.0218190442309972,0.36525239847199,0.129111343235042,0.148997883417161,0.367504667500674,1,29
5360-1502,5360,1502,1503,0,0.7,0.070362473347548,0.295336647266405,0.0450125787512488,0.0693458658435532,0.313508662310586,1,29
5360-1503,5360,1503,1503,1,0.9,0.0171394799054373,0.43208093768401,0.207114564357952,0.216083291513434,0.392383279239542,1,29
5360-1504,5360,1504,1503,0,0.6,0.117879948914432,0.450091065064335,0.14746540403443,0.152817439100259,0.453677501887749,1,29
5360-1505,5360,1505,1503,0,0,0.160231432282442,0.2735566330778,0.0148590952985466,0.0149918377723922,0.263630241399498,1,29
5360-1506,5360,1506,1503,0,0.3,0.234955099852567,0.339751307135263,0.0636493258052892,0.0714226597690665,0.329568879123365,1,29
5360-1507,5360,1507,1503,0,0.5,0.0987522281639929,0.305244104933898,0.0314139039583732,0.0397053725122653,0.304366310536717,1,29
5363-1501,5363,1501,1501,1,0.9,0.200403177991225,0.311005144857911,0.191571763180162,0.174917469593912,0.303145031462951,2,69
5363-1502,5363,1502,1501,0,0,0.29258469556977,0.227414085035743,0.0349454292559329,0.0238203222042189,0.211107194437076,2,69
5363-1503,5363,1503,1501,0,0,0.205082742316785,0.449202899671098,0.281493455992626,0.253053714506799,0.464326366558763,2,69
5363-1504,5363,1504,1501,0,0,0.215453384418902,0.337408634868481,0.165008890795297,0.175941528300662,0.322739475767802,2,69
5363-1505,5363,1505,1501,0,0,0.160231432282442,0.171498729858559,0.0279820304018736,0.0215585210034097,0.174914356270449,2,69
5363-1506,5363,1506,1501,0,0.7,0.123843988741456,0.205370585043244,0.0274897640468451,0.0189037413980512,0.208708568941313,2,69
5363-1507,5363,1507,1501,0,0,0.234581105169341,0.301017794584745,0.0495126943229376,0.0457814414680377,0.304597158976512,2,69
5364-1501,5364,1501,,0,0,0.533736511324558,0.339484953005302,0.15629476482316,0.189787556479836,0.364595049302406,1,48
5364-1502,5364,1502,,0,0,0.0407486377635631,0.263073430206841,0.0399258874490262,0.0560073293813433,0.278146681176843,1,48
5364-1503,5364,1503,,0,0,0.0171394799054373,0.440213869627876,0.240512891418276,0.234920137776126,0.382367928262526,1,48
5364-1504,5364,1504,,0,0,0.548786717752235,0.396566910721304,0.155598263912975,0.156141819663363,0.39066326407984,1,48
5364-1505,5364,1505,,0,0,0.395324123273114,0.22507912904866,0.0200917204764242,0.020112000893554,0.224210977023354,1,48
5364-1506,5364,1506,,0,0,0.346066210963678,0.275920464141554,0.0428851630416155,0.0596531416693258,0.276303965252386,1,48
5364-1507,5364,1507,,0,0,0.0123588829471183,0.30323660751805,0.0390337633822619,0.0521830566719352,0.302202063093823,1,48
5368-1501,5368,1501,1501,1,0.8,0.132930155342108,0.355759129089526,0.13862442650693,0.163114025063076,0.366432702901312,1,36
5368-1502,5368,1502,1501,0,0.4,0.0407486377635631,0.283450198876039,0.0430704211275271,0.0641201982935908,0.300480563998154,1,36
5368-1503,5368,1503,1501,0,0,0.205082742316785,0.43507728103175,0.219005379415277,0.222893271929444,0.388693413090115,1,36
5368-1504,5368,1504,1501,0,0.6,0.0067688378033206,0.43037163978006,0.150420034473048,0.15403541043946,0.430461730063783,1,36
5368-1505,5368,1505,1501,0,0.7,0.160231432282442,0.255696500014433,0.0166090440093648,0.0167086673285412,0.249107354524077,1,36
5368-1506,5368,1506,1501,0,0.7,0.123843988741456,0.316234680769159,0.055088109155423,0.0668559187312084,0.309944963486688,1,36
5368-1507,5368,1507,1501,0,0.4,0.234581105169341,0.304504500622796,0.0340374198442204,0.0439290527797893,0.303568956215651,1,36
5369-1501,5369,1501,1501,1,0.9,0.200403177991225,0.363896217131638,0.130435491101013,0.150950961667696,0.367351529700765,1,30
5369-1502,5369,1502,1501,0,0.2,0.151859748874674,0.293638583210639,0.0447301023670056,0.0685759010668545,0.31164750540881,1,30
5369-1503,5369,1503,1501,0,0,0.0171394799054373,0.432508986733687,0.208783612341151,0.217046844544928,0.391856155503909,1,30
5369-1504,5369,1504,1501,0,0,0.215453384418902,0.447274004309438,0.147884536332269,0.152990950490377,0.450360963055754,1,30
5369-1505,5369,1505,1501,0,0.3,0.0619907899397804,0.271005185497319,0.015097499670652,0.0152260251958407,0.261555543274438,1,30
5369-1506,5369,1506,1501,0,0.7,0.0983782334807667,0.336391789082962,0.0623543911737606,0.0707530636188844,0.326765462603839,1,30
5369-1507,5369,1507,1501,0,0.3,0.0987522281639929,0.305138447175169,0.0317763515087898,0.0402840179036207,0.304252402776565,1,30
5373-1501,5373,1501,1503,0,0.3,0.0218190442309972,0.343553497026358,0.15171213571724,0.18282065260752,0.365054462702133,1,45
5373-1502,5373,1502,1503,0,0.3,0.070362473347548,0.26816762237414,0.0406907577460469,0.0579401194418505,0.283730151882171,1,45
5373-1503,5373,1503,1503,1,0.7,0.23936170212766,0.438929722478845,0.235003610659273,0.231871781786478,0.383949299469423,1,45
5373-1504,5373,1504,1503,0,0.7,0.10434227330779,0.405018092985993,0.154290229639815,0.155613026620773,0.400612880575826,1,45
5373-1505,5373,1505,1503,0,0.4,0.284213012162003,0.232733471790104,0.0191591798196084,0.0192023095067391,0.230435071398535,1,45
5373-1506,5373,1506,1503,0,0.3,0.234955099852567,0.285999018298455,0.0456691435035635,0.0613826055725537,0.284714214810961,1,45
5373-1507,5373,1507,1503,0,0.3,0.0987522281639929,0.303553580794237,0.0377223468988736,0.0499915587858804,0.30254378637428,1,45
5375-1501,5375,1501,1503,0,0.6,0.200403177991225,0.366608579812341,0.127798662168591,0.106017910372093,0.307326161213629,1,28
5375-1502,5375,1502,1503,0,0.6,0.151859748874674,0.297034711322172,0.0452967544230645,0.0517432768779681,0.314374405351361,1,28
5375-1503,5375,1503,1503,1,0.9,0.0171394799054373,0.431652888634333,0.205455394315381,0.252477730035953,0.473598353658122,1,28
5375-1504,5375,1504,1503,0,0.5,0.117879948914432,0.452908125819231,0.147047254643029,0.17499879221854,0.469688360973936,1,28
5375-1505,5375,1505,1503,0,0.2,0.0491203211713308,0.276108080658281,0.0146243996664724,0.0174696585242437,0.210066792827699,1,28
5375-1506,5375,1506,1503,0,0.4,0.123843988741456,0.343110825187563,0.0649692894147576,0.0275301685574622,0.264954430292599,1,28
5375-1507,5375,1507,1503,0,0.7,0.209863339275104,0.305349762692627,0.0310554579571499,0.0272943369921661,0.329341004200536,1,28
5381-1501,5381,1501,,0,0.3,0.244041266453219,0.34490967836671,0.150209303947779,0.131592832496346,0.304875956415088,1,44
5381-1502,5381,1502,,0,0.4,0.374081971096896,0.269865686429907,0.0409488186203017,0.04309866063584,0.284595894922947,1,44
5381-1503,5381,1503,,0,0,0.23936170212766,0.438501673429168,0.233186731142985,0.270009508635159,0.465164373888003,1,44
5381-1504,5381,1504,,0,0.3,0.562324393358876,0.40783515374089,0.153856220431395,0.17811484523641,0.416623739662012,1,44
5381-1505,5381,1505,,0,0,0.284213012162003,0.235284919370585,0.0188578655670134,0.0223602312696318,0.176871622826735,1,44
5381-1506,5381,1506,,0,0,0.209489344591878,0.289358536350756,0.0466348039325457,0.0235040109302227,0.220099765980196,1,44
5381-1507,5381,1507,,0,0,0.209863339275104,0.303659238552966,0.0372946904956179,0.0344807329035618,0.327518480038099,1,44
5388-1501,5388,1501,,0,0.5,0.0892920668801138,0.363896217131638,0.130435491101013,0.150950961667696,0.367351529700765,1,30
5388-1502,5388,1502,,0,0.1,0.070362473347548,0.293638583210639,0.0447301023670056,0.0685759010668545,0.31164750540881,1,30
5388-1503,5388,1503,,0,0.5,0.205082742316785,0.432508986733687,0.208783612341151,0.217046844544928,0.391856155503909,1,30
5388-1504,5388,1504,,0,0.5,0.117879948914432,0.447274004309438,0.147884536332269,0.152990950490377,0.450360963055754,1,30
5388-1505,5388,1505,,0,1,0.160231432282442,0.271005185497319,0.015097499670652,0.0152260251958407,0.261555543274438,1,30
5388-1506,5388,1506,,0,0.5,0.123843988741456,0.336391789082962,0.0623543911737606,0.0707530636188844,0.326765462603839,1,30
5388-1507,5388,1507,,0,0.3,0.234581105169341,0.305138447175169,0.0317763515087898,0.0402840179036207,0.304252402776565,1,30
5389-1501,5389,1501,,0,0.6,0.200403177991225,0.334060227643895,0.162579599599843,0.146242204431979,0.303650854015818,1,52
5389-1502,5389,1502,,0,0.5,0.374081971096896,0.256281173983775,0.038927472631856,0.0393109690773932,0.269706639708739,1,52
5389-1503,5389,1503,,0,0.6,0.23936170212766,0.441926065826585,0.24799478260294,0.279057611805757,0.460947384002944,1,52
5389-1504,5389,1504,,0,0.6,0.10434227330779,0.385298667701719,0.157356363638583,0.1796890959327,0.390091429006051,1,52
5389-1505,5389,1505,,0,0.3,0.0619907899397804,0.214873338726736,0.0214045443115723,0.0252845242293653,0.160274037826253,1,52
5389-1506,5389,1506,,0,0.5,0.4317115668141,0.262482391932352,0.0394245421534123,0.0217123817033009,0.197672433823994,1,52
5389-1507,5389,1507,,0,0.2,0.543196672608437,0.302813976483135,0.0408504891770483,0.0387279130651517,0.326607217956881,1,52
5391-1501,5391,1501,,0,0.6,0.0218190442309972,0.359827673110582,0.134477319523314,0.156936617819946,0.366892116301039,1,33
5391-1502,5391,1502,,0,0,0.070362473347548,0.288544391043339,0.0438927779616536,0.0663132927783121,0.306064034703482,1,33
5391-1503,5391,1503,,0,0.3,0.205082742316785,0.433793133882718,0.213850039091637,0.219956111189991,0.390274784297012,1,33
5391-1504,5391,1504,,0,0.9,0.0067688378033206,0.438822822044749,0.149147842013616,0.153512453277773,0.440411346559768,1,33
5391-1505,5391,1505,,0,0,0.160231432282442,0.263350842755876,0.0158355366838145,0.0159504072932731,0.255331448899258,1,33
5391-1506,5391,1506,,0,0,0.123843988741456,0.326313234926061,0.0586157547167297,0.0687789318055893,0.318355213045264,1,33
5391-1507,5391,1507,,0,0,0.234581105169341,0.304821473898983,0.0328881204913017,0.0420688074143293,0.303910679496108,1,33
5396-1501,5396,1501,1503,0,0.1,0.0218190442309972,0.367964761152693,0.126497388659971,0.145154295098948,0.367810943100491,1,27
5396-1502,5396,1502,1503,0,0,0.070362473347548,0.298732775377938,0.0455826385338894,0.0709098464581811,0.317230976114137,1,27
5396-1503,5396,1503,1503,1,0.8,0.128250591016548,0.431224839584655,0.203806099213686,0.214165492736969,0.393437526710806,1,27
5396-1504,5396,1504,1503,0,0.6,0.0067688378033206,0.455725186574128,0.1466300870148,0.152470900212444,0.46031057955174,1,27
5396-1505,5396,1505,1503,0,0,0.160231432282442,0.278659528238762,0.0143933568318911,0.0145340547698311,0.267779637649619,1,27
5396-1506,5396,1506,1503,0,,,,0.0663146878517625,0.0727794296204142,,1,27
5396-1507,5396,1507,1503,0,0.4,0.123469994058229,0.305455420451356,0.0307009723370772,0.0385718999999524,0.304594126057021,1,27
5397-1501,5397,1501,1501,1,1,0.355152377564331,0.331347864963191,0.165797638625024,0.150109541376848,0.303344578416,1,54
5397-1502,5397,1502,1501,0,0.2,0.29258469556977,0.252885045872242,0.0384372909117307,0.0384151137338369,0.265984325905188,1,54
5397-1503,5397,1503,1501,0,0.2,0.128250591016548,0.44278216392594,0.251793726115297,0.28134845759166,0.459893136531679,1,54
5397-1504,5397,1504,1501,0,0,0.10434227330779,0.379664546191926,0.158241454936603,0.180084352326431,0.38345835134206,1,54
5397-1505,5397,1505,1501,0,0.1,0.160231432282442,0.209770443565774,0.0220920647626732,0.0260719591989048,0.156124641576133,1,54
5397-1506,5397,1506,1501,0,0.1,0.123843988741456,0.255763355827751,0.0377962149760767,0.0212857601153578,0.192065600784944,1,54
5397-1507,5397,1507,1501,0,0,0.320974450386215,0.302602660965677,0.0417889495812079,0.0398657800709812,0.326379402436576,1,54
5405-1501,5405,1501,,0,0,0.244041266453219,0.354402947749174,0.140030451741526,0.16521621561193,0.366279565101403,1,37
5405-1502,5405,1502,,0,0,0.181473584458659,0.281752134820273,0.0427995865222678,0.0634043024715703,0.298619407096378,1,37
5405-1503,5405,1503,,0,0,0.0939716312056738,0.435505330081427,0.220743572766468,0.223878519379745,0.388166289354482,1,37
5405-1504,5405,1504,,0,0.6,0.0067688378033206,0.427554579025164,0.150846078655967,0.154210053008068,0.427145191231787,1,37
5405-1505,5405,1505,,0,0,0.506435234384225,0.253145052433952,0.0168750442098448,0.0169692113212342,0.247032656399017,1,37
5405-1506,5405,1506,,0,0,0.0127328776303445,0.312875162716859,0.0539573140704225,0.0662260828609587,0.307141546967163,1,37
5405-1507,5405,1507,,0,0,0.123469994058229,0.304398842864067,0.0344290610592121,0.0445663952330432,0.303455048455498,1,37
5406-1501,5406,1501,1507,0,0,0.355152377564331,0.340841134345654,0.154754819831745,0.187442924252516,0.364748187102315,1,47
5406-1502,5406,1502,1507,0,0.6,0.0407486377635631,0.264771494262607,0.0401793006834181,0.0566447574101846,0.280007838078619,1,47
5406-1503,5406,1503,1507,0,0.7,0.205082742316785,0.439785820578199,0.238666706682639,0.233900942506089,0.382895051998158,1,47
5406-1504,5406,1504,1507,0,0.7,0.215453384418902,0.399383971476201,0.155161250340944,0.155965392793341,0.393979802911835,1,47
5406-1505,5406,1505,1507,0,0,0.160231432282442,0.227630576629142,0.0197760359624119,0.0198041748764394,0.226285675148414,1,47
5406-1506,5406,1506,1507,0,0,,0.279279982193854,0.0437946584398445,0.0602244980181522,0.279107381771911,1,47
5406-1507,5406,1507,1507,1,0.9,0.234581105169341,0.303342265276779,0.0385918357693095,0.0514426534059695,0.302315970853975,1,47
5412-1501,5412,1501,,0,0.7,0.132930155342108,0.339484953005302,0.15629476482316,0.138755415798718,0.304263405215453,1,48
5412-1502,5412,1502,,0,0.3,0.596304193319119,0.263073430206841,0.0399258874490262,0.0411631390560924,0.277151267315843,1,48
5412-1503,5412,1503,,0,0.6,0.794917257683215,0.440213869627876,0.240512891418276,0.274510387327185,0.463055878945474,1,48
5412-1504,5412,1504,,0,1,0.340102171136654,0.396566910721304,0.155598263912975,0.17890061627351,0.403357584334032,1,48
5412-1505,5412,1505,,0,0,0.0491203211713308,0.22507912904866,0.0200917204764242,0.02377855833102,0.168572830326494,1,48
5412-1506,5412,1506,,0,0,0.320600455702989,0.275920464141554,0.0428851630416155,0.0225908520805801,0.208886099902095,1,48
5412-1507,5412,1507,,0,0,0.0123588829471183,0.30323660751805,0.0390337633822619,0.0365450099022698,0.32706284899749,1,48
5416-1501,5416,1501,1503,0,0.7,0.311514289102336,0.359827673110582,0.134477319523314,0.156936617819946,0.366892116301039,1,33
5416-1502,5416,1502,1503,0,0.9,0.070362473347548,0.288544391043339,0.0438927779616536,0.0663132927783121,0.306064034703482,1,33
5416-1503,5416,1503,1503,1,0.9,0.0939716312056738,0.433793133882718,0.213850039091637,0.219956111189991,0.390274784297012,1,33
5416-1504,5416,1504,1503,0,0.1,0.228991060025543,0.438822822044749,0.149147842013616,0.153512453277773,0.440411346559768,1,33
