stackid,respid,party,votech,stacked_votech,ptv,lr_dist,age_cont_yhat,age_dich_yhat,socdem_dich_yhat,socdem_cont_yhat,gndr,age
937-1505,937,1505,,0,0,0.160231432282442,0.271005185497319,0.015097499670652,0.0117861647884975,0.255827583147798,2,30
937-1506,937,1506,,0,0,0.679399544297011,0.336391789082962,0.0623543911737606,0.0278184381683473,0.318041813202796,2,30
937-1507,937,1507,,0,0,0.234581105169341,0.305138447175169,0.0317763515087898,0.0259627883589457,0.309039561622452,2,30
946-1501,946,1501,1503,0,0,0.355152377564331,0.34490967836671,0.150209303947779,0.126288187420118,0.306973476460671,2,44
946-1502,946,1502,1503,0,0.3,0.485193082208008,0.269865686429907,0.0409488186203017,0.0318824192462324,0.257636116981474,2,44
946-1503,946,1503,1503,1,1,0.0171394799054373,0.438501673429168,0.233186731142985,0.22716819538463,0.477504459949573,2,44
946-1504,946,1504,1503,0,0.8,0.10434227330779,0.40783515374089,0.153856220431395,0.17113850771145,0.405652946567683,2,44
946-1505,946,1505,1503,0,0.1,0.160231432282442,0.235284919370585,0.0188578655670134,0.0146487897691559,0.226781809396955,2,44
946-1506,946,1506,1503,0,0.5,0.123843988741456,0.289358536350756,0.0466348039325457,0.0242259634167981,0.278793981929443,2,44
946-1507,946,1507,1503,0,0.5,0.234581105169341,0.303659238552966,0.0372946904956179,0.0318672494681429,0.307444852980319,2,44
955-1501,955,1501,,0,0.8,0.0892920668801138,0.373389486514101,0.121405167275368,,,2,23
955-1502,955,1502,,0,0.3,0.0407486377635631,0.305525031601005,0.0467434436447215,,,2,23
955-1503,955,1503,,0,0,0.0939716312056738,0.429512643385946,0.19730757444492,,,2,23
955-1504,955,1504,,0,0.2,0.10434227330779,0.466993429593713,0.144971211076828,,,2,23
955-1505,955,1505,,0,0.7,0.160231432282442,0.288865318560686,0.0135046220309957,,,2,23
955-1506,955,1506,,0,0.8,0.0983782334807667,0.359908415449065,0.0719588603232834,,,2,23
955-1507,955,1507,,0,0.3,0.0123588829471183,0.305878051486271,0.0293218227037815,,,2,23
972-1501,972,1501,1502,0,0.2,0.422625400213447,0.35169058506847,0.142878312921845,0.118074992266196,0.307739165460215,2,39
972-1502,972,1502,1502,1,1,0.070362473347548,0.27835600670874,0.0422627905788653,0.033786057735702,0.266941901490353,2,39
972-1503,972,1503,1502,0,0,0.683806146572104,0.436361428180782,0.224249549664606,0.222221595530208,0.480140078627735,2,39
972-1504,972,1504,1502,0,0.4,0.228991060025543,0.421920457515371,0.151701143661068,0.170190485288817,0.422235640727659,2,39
972-1505,972,1505,1502,0,0.5,0.617546345495336,0.24804215727299,0.0174196655465542,0.0135552882669277,0.237155300022256,2,39
972-1506,972,1506,1502,0,0.7,0.0983782334807667,0.306156126612258,0.0517610930410696,0.0254538419272742,0.292811064527069,2,39
972-1507,972,1507,1502,0,0.3,0.123469994058229,0.30418752734661,0.0352254194277701,0.0296226516401758,0.308014391781081,2,39
980-1501,980,1501,1504,0,0.5,0.533736511324558,0.335416408984247,0.160989546987881,0.138603220770731,0.305901511861309,2,51
980-1502,980,1502,1504,0,0.5,0.596304193319119,0.257979238039541,0.0391748074124894,0.02939071301455,0.244608018669042,2,51
980-1503,980,1503,1504,0,0.7,0.128250591016548,0.441498016776908,0.24610977706866,0.234223142663213,0.473814593800147,2,51
980-1504,980,1504,1504,1,1,0.10434227330779,0.388115728456615,0.156915329857089,0.172472772420643,0.382437174743716,2,51
980-1505,980,1505,1504,0,0.3,0.506435234384225,0.217424786307217,0.021068675987991,0.0163269854534939,0.212258922521534,2,51
980-1506,980,1506,1504,0,0.7,0.123843988741456,0.265841909984653,0.0402637331965339,0.0226035053002568,0.259170066292767,2,51
980-1507,980,1507,1504,0,0.3,0.320974450386215,0.302919634241864,0.0403888576608775,0.0352877841379388,0.306647498659253,2,51
985-1501,985,1501,1501,1,,0.244041266453219,,0.186183047716811,0.168382986273425,,2,66
985-1502,985,1502,1501,0,0,0.29258469556977,0.232508277203043,0.0356184274082932,0.0246713816756386,0.216690665142404,2,66
985-1503,985,1503,1501,0,0,0.205082742316785,0.447918752522066,0.27538583211035,0.249846896280382,0.465907737765661,2,66
985-1504,985,1504,1501,0,0,0.548786717752235,0.34585981713317,0.163637077065438,0.175359615472891,0.332689092263788,2,66
985-1505,985,1505,1501,0,0,0.950879678828669,0.179153072600002,0.0266932436052392,0.0205847761345635,0.18113845064563,2,66
985-1506,985,1506,1501,0,0,0.679399544297011,0.215449139200146,0.0293049201985808,0.0194762677222726,0.217118818499889,2,66
985-1507,985,1507,1501,0,0,0.234581105169341,0.301334767860932,0.0478667539337668,0.0438463512100295,0.304938882256969,2,66
986-1501,986,1501,1501,1,1,0.0218190442309972,0.309648963517559,0.193394244529904,0.238381402876966,0.363323537749995,2,70
986-1502,986,1502,1501,0,0,0.0407486377635631,0.225716020979977,0.0347238321306074,0.0322468091385651,0.210241451396301,2,70
986-1503,986,1503,1501,0,0,0.205082742316785,0.449630948720775,0.283547541833829,0.216600306235478,0.383111292140183,2,70
986-1504,986,1504,1501,0,0,0.0067688378033206,0.334591574113584,0.165468208057529,0.153662938544476,0.306728616681616,2,70
986-1505,986,1505,1501,0,0,0.160231432282442,0.168947282278078,0.028424908500505,0.0185116803656569,0.228477804842249,2,70
986-1506,986,1506,1501,0,0.1,0.320600455702989,0.202011066990944,0.0269093477116977,0.0497463149371783,0.273323017772078,2,70
986-1507,986,1507,1501,0,0,0.234581105169341,0.300912136826016,0.0500731667951458,0.0660281403567687,0.279622465312693,2,70
994-1501,994,1501,1504,0,0,0.533736511324558,0.324566958261431,0.174065785833477,0.153894711302818,0.304676409462039,2,59
994-1502,994,1502,1504,0,0,0.29258469556977,0.244394725593409,0.0372376313494719,0.0267740257936407,0.229718763454835,2,59
994-1503,994,1503,1504,0,0,0.205082742316785,0.444922409174326,0.261458664508506,0.242470358479265,0.469597603915087,2,59
994-1504,994,1504,1504,1,1,0.562324393358876,0.365579242417444,0.160471867721268,0.174007713918785,0.355904864087754,2,59
994-1505,994,1505,1504,0,0,0.160231432282442,0.197013205663369,0.0239066409916496,0.0184771571620714,0.195661337521052,2,59
994-1506,994,1506,1504,0,0,0.679399544297011,0.238965765566249,0.0340033770757971,0.0208790508089281,0.236742734136565,2,59
994-1507,994,1507,1504,0,0,0.234581105169341,0.302074372172033,0.0442261119382862,0.0396302929114393,0.305736236578035,2,59
1028-1501,1028,1501,,0,0.5,0.200403177991225,0.372033305173749,0.122661413247071,0.0961637239850412,0.310036232458847,2,24
1028-1502,1028,1502,,0,0,0.29258469556977,0.303826967545238,0.0464506335500743,0.0401770925876567,0.294859255016992,2,24
1028-1503,1028,1503,,0,0,0.205082742316785,0.429940692435624,0.198917419044158,0.207846700486052,0.488046934662221,2,24
1028-1504,1028,1504,,0,0,0.10434227330779,0.464176368838817,0.145384463194303,0.167371467197806,0.471983723207587,2,24
1028-1505,1028,1505,,0,0.6,0.0619907899397804,0.286313870980205,0.0137215974643003,0.010735551539356,0.26827577189816,2,24
1028-1506,1028,1506,,0,0.6,0.0127328776303445,0.356548897396765,0.070507599627424,0.0295119899135836,0.334862312319947,2,24
1028-1507,1028,1507,,0,0,0.123469994058229,0.305772393727542,0.0296608714005173,0.0237714473772025,0.309723008183365,2,24
1045-1501,1045,1501,,0,0.5,0.200403177991225,0.331347864963191,0.165797638625024,0.144182398430811,0.305442098461583,2,54
1045-1502,1045,1502,,0,0.5,0.181473584458659,0.252885045872242,0.0384372909117307,0.0283815936720902,0.239024547963715,2,54
1045-1503,1045,1503,,0,0.9,0.205082742316785,0.44278216392594,0.251793726115297,0.237292861699727,0.472233222593249,2,54
1045-1504,1045,1504,,0,0.6,0.117879948914432,0.379664546191926,0.158241454936603,0.173047115812618,0.372487558247731,2,54
1045-1505,1045,1505,,0,0.5,0.173101901050891,0.209770443565774,0.0220920647626732,0.0171028363496372,0.206034828146353,2,54
1045-1506,1045,1506,,0,0.5,0.123843988741456,0.255763355827751,0.0377962149760767,0.0219411074650678,0.250759816734191,2,54
1045-1507,1045,1507,,0,0.5,0.0123588829471183,0.302602660965677,0.0417889495812079,0.0368597164644572,0.306305775378796,2,54
1050-1501,1050,1501,1503,0,0.2,,0.339484953005302,0.15629476482316,0.133206328413727,0.306360925261036,2,48
1050-1502,1050,1502,1503,0,0.2,0.70741530443023,0.263073430206841,0.0399258874490262,0.0304345881339614,0.25019148937437,2,48
1050-1503,1050,1503,1503,1,0.8,,0.440213869627876,0.240512891418276,0.231181098096934,0.475395965007044,2,48
1050-1504,1050,1504,1503,0,0.2,,0.396566910721304,0.155598263912975,0.171899939020262,0.392386791239702,2,48
1050-1505,1050,1505,1503,0,0.2,,0.22507912904866,0.0200917204764242,0.0155857720632306,0.218483016896714,2,48
1050-1506,1050,1506,1503,0,0.2,,0.275920464141554,0.0428851630416155,0.0232854246990544,0.267580315851342,2,48
1050-1507,1050,1507,1503,0,0.2,,0.30323660751805,0.0390337633822619,0.0337805377687796,0.30698922193971,2,48
1054-1501,1054,1501,1502,0,0,0.132930155342108,0.298799512794744,0.208448607118722,0.19571663431669,0.301766791263771,2,78
1054-1502,1054,1502,1502,1,0.9,0.181473584458659,0.212131508533844,0.0329991955221494,0.0214354904647665,0.194356782321093,2,78
1054-1503,1054,1503,1502,0,0.9,0.128250591016548,0.453055341118192,0.300301222319888,0.262836224202116,0.459582252938072,2,78
1054-1504,1054,1504,1502,0,0.6,0.10434227330779,0.312055088074414,0.169179699573984,0.177696377576514,0.292890626279845,2,78
1054-1505,1054,1505,1502,0,0,0.160231432282442,0.14853570163423,0.0322211482852901,0.0247577428922517,0.156242073144907,2,78
1054-1506,1054,1506,1502,0,0.5,0.234955099852567,0.17513492257254,0.022676321257524,0.0172834322528323,0.183477820265586,2,78
1054-1507,1054,1507,1502,0,0.6,0.234581105169341,0.300066874756186,0.0547779837859916,0.052085662530325,0.303571989135141,2,78
1057-1501,1057,1501,1504,0,0.5,0.200403177991225,0.35847149177023,0.135847915666685,0.110328495189829,0.308504854459759,2,34
1057-1502,1057,1502,1504,0,0.5,0.262970859985785,0.286846326987573,0.0436170079286429,0.035799155822502,0.276247685999233,2,34
1057-1503,1057,1503,1504,0,0.7,0.128250591016548,0.434221182932396,0.215558608963636,0.217352414932234,0.482775697305897,2,34
1057-1504,1057,1504,1504,1,0.5,0.0067688378033206,0.436005761289853,0.149570917258289,0.16924664211222,0.438818334887635,2,34
1057-1505,1057,1505,1504,0,0.3,0.395324123273114,0.260799395175395,0.0160893515497411,0.0125423753391473,0.247528790647557,2,34
1057-1506,1057,1506,1504,0,0.3,0.123843988741456,0.32295371687376,0.0574169476291933,0.0267422491230911,0.306828147124695,2,34
1057-1507,1057,1507,1504,0,0.5,0.320974450386215,0.304715816140254,0.0332669930693431,0.0275316580025256,0.308583930581842,2,34
1081-1501,1081,1501,1504,0,0,0.422625400213447,0.328635502282487,0.169066514602234,0.148004707266421,0.305135822861765,2,56
1081-1502,1081,1502,1504,0,0,0.29258469556977,0.249488917760708,0.0379530378956615,0.0277276185355018,0.235302234160163,2,56
1081-1503,1081,1503,1504,0,0,0.205082742316785,0.443638262025294,0.255631082025443,0.239354680476876,0.471178975121985,2,56
1081-1504,1081,1504,1504,1,1,0.228991060025543,0.374030424682133,0.159130584498532,0.173430850945039,0.36585448058374,2,56
1081-1505,1081,1505,1504,0,0,0.395324123273114,0.204667548404812,0.0228011540393526,0.0176400806497375,0.201885431896232,2,56
1081-1506,1081,1506,1504,0,0,0.346066210963678,0.24904431972315,0.0362326047851166,0.0215100905130448,0.245152983695141,2,56
1081-1507,1081,1507,1504,0,0,0.234581105169341,0.30239134544822,0.0427480084157621,0.0379448605694113,0.306077959858492,2,56
1101-1501,1101,1501,1501,1,1,0.132930155342108,0.331347864963191,0.165797638625024,0.144182398430811,0.305442098461583,2,54
1101-1502,1101,1502,1501,0,0.1,0.181473584458659,0.252885045872242,0.0384372909117307,0.0283815936720902,0.239024547963715,2,54
1101-1503,1101,1503,1501,0,0,0.0939716312056738,0.44278216392594,0.251793726115297,0.237292861699727,0.472233222593249,2,54
1101-1504,1101,1504,1501,0,0,0.326564495530013,0.379664546191926,0.158241454936603,0.173047115812618,0.372487558247731,2,54
1101-1505,1101,1505,1501,0,0.2,0.0491203211713308,0.209770443565774,0.0220920647626732,0.0171028363496372,0.206034828146353,2,54
1101-1506,1101,1506,1501,0,,,,0.0377962149760767,0.0219411074650678,,2,54
1101-1507,1101,1507,1501,0,0.1,0.123469994058229,0.302602660965677,0.0417889495812079,0.0368597164644572,0.306305775378796,2,54
1368-1501,1368,1501,1501,1,1,0.0892920668801138,0.378814211875509,0.116490598485931,,,2,19
1368-1502,1368,1502,1501,0,0,0.29258469556977,0.312317287824071,0.0479323251587901,,,2,19
1368-1503,1368,1503,1501,0,0,0.205082742316785,0.427800447187238,0.190966561105289,,,2,19
1368-1504,1368,1504,1501,0,0.9,0.228991060025543,0.478261672613298,0.143327950477673,,,2,19
1368-1505,1368,1505,1501,0,0.3,0.160231432282442,0.29907110888261,0.0126700577736291,,,2,19
1368-1506,1368,1506,1501,0,0.5,0.0127328776303445,0.373346487658267,0.0780432656116222,,,2,19
1368-1507,1368,1507,1501,0,0,,0.306300682521186,0.0280028374123199,,,2,19
1369-1501,1369,1501,,0,0.5,0.200403177991225,0.378814211875509,0.116490598485931,0.0707941214403979,0.282121744324966,2,19
1369-1502,1369,1502,,0,0,0.0407486377635631,0.312317287824071,0.0479323251587901,0.0671280796803096,0.31699398298063,2,19
1369-1503,1369,1503,,0,0,0.0171394799054373,0.427800447187238,0.190966561105289,0.301093228211983,0.589617261794071,2,19
1369-1504,1369,1504,,0,0.7,0.117879948914432,0.478261672613298,0.143327950477673,0.107179522698484,0.566150068123933,2,19
1369-1505,1369,1505,,0,0,0.160231432282442,0.29907110888261,0.0126700577736291,0.0135932435508527,0.308615020522466,2,19
1369-1506,1369,1506,,0,0.5,0.320600455702989,0.373346487658267,0.0780432656116222,0.0454680394534562,0.386564041308421,2,19
1369-1507,1369,1507,,0,0,0.0987522281639929,0.306300682521186,0.0280028374123199,0.0110949309606137,0.286454889083648,2,19
1371-1501,1371,1501,1503,0,0.4,0.200403177991225,0.372033305173749,0.122661413247071,0.100348342380143,0.307938712413265,1,24
1371-1502,1371,1502,1503,0,0.6,0.374081971096896,0.303826967545238,0.0464506335500743,0.0541481900292302,0.321819032958464,1,24
1371-1503,1371,1503,1503,1,0.7,0.128250591016548,0.429940692435624,0.198917419044158,0.24821450417428,0.475706848600651,1,24
1371-1504,1371,1504,1503,0,0.5,0.10434227330779,0.464176368838817,0.145384463194303,0.174226522465271,0.482954516301917,1,24
1371-1505,1371,1505,1503,0,0.4,0.728657456606447,0.286313870980205,0.0137215974643003,0.016421310367293,0.21836558532794,1,24
1371-1506,1371,1506,1503,0,0.5,0.346066210963678,0.356548897396765,0.070507599627424,0.0286371328817249,0.2761680963707,1,24
1371-1507,1371,1507,1503,0,0.6,0.209863339275104,0.305772393727542,0.0296608714005173,0.0257386329655594,0.329796635241145,1,24
1372-1501,1372,1501,1501,1,0.4,0.200403177991225,0.377458030535157,0.117702803442712,,,2,20
1372-1502,1372,1502,1501,0,0.3,0.0407486377635631,0.310619223768304,0.0476324398092038,,,2,20
1372-1503,1372,1503,1501,0,0.6,0.461583924349882,0.428228496236915,0.192537078767702,,,2,20
1372-1504,1372,1504,1501,0,0.5,0.117879948914432,0.475444611858402,0.143737305808454,,,2,20
1372-1505,1372,1505,1501,0,0.5,0.395324123273114,0.296519661302129,0.0128737994532355,,,2,20
1372-1506,1372,1506,1501,0,0.5,0.123843988741456,0.369986969605967,0.0764794075577904,,,2,20
1372-1507,1372,1507,1501,0,0.5,0.320974450386215,0.306195024762457,0.0283270797409183,,,2,20
1381-1501,1381,1501,,0,0.5,0.200403177991225,0.372033305173749,0.122661413247071,,,1,24
1381-1502,1381,1502,,0,0.4,0.374081971096896,0.303826967545238,0.0464506335500743,,,1,24
1381-1503,1381,1503,,0,0.3,0.683806146572104,0.429940692435624,0.198917419044158,,,1,24
1381-1504,1381,1504,,0,0.7,0.215453384418902,0.464176368838817,0.145384463194303,,,1,24
1381-1505,1381,1505,,0,0.5,0.284213012162003,0.286313870980205,0.0137215974643003,,,1,24
1381-1506,1381,1506,,0,0.2,0.123843988741456,0.356548897396765,0.070507599627424,,,1,24
1381-1507,1381,1507,,0,0.3,0.654307783719548,0.305772393727542,0.0296608714005173,,,1,24
1503-1501,1503,1501,,0,0.3,0.0892920668801138,0.370677123833397,0.123928824722907,0.101739957230427,0.307785574613356,1,25
1503-1502,1503,1502,,0,0.4,0.0407486377635631,0.302128903489472,0.0461595688567846,0.0535372616808467,0.319957876056689,1,25
1503-1503,1503,1503,,0,0,0.572695035460993,0.430368741485301,0.200537116984256,0.249275775040962,0.475179724865019,1,25
1503-1504,1503,1504,,0,0,0.228991060025543,0.46135930808392,0.145798692447358,0.17441933745853,0.479637977469922,1,25
1503-1505,1503,1505,,0,0.2,0.173101901050891,0.283762423399724,0.0139420097199439,0.016677449503211,0.21629088720288,1,25
1503-1506,1503,1506,,0,0.3,0.123843988741456,0.353189379344465,0.069083429065017,0.0283564070890336,0.273364679851175,1,25
1503-1507,1503,1507,,0,0.1,0.0987522281639929,0.305666735968813,0.0300037193420827,0.0261192706175319,0.329682727480993,1,25
1534-1501,1534,1501,1502,0,0,0.0892920668801138,0.377458030535157,0.117702803442712,0.0750213572838455,0.279871086479475,1,20
1534-1502,1534,1502,1502,1,1,0.151859748874674,0.310619223768304,0.0476324398092038,0.0886228247956989,0.342092604020327,1,20
1534-1503,1534,1503,1502,0,0,0.128250591016548,0.428228496236915,0.192537078767702,0.352830188163956,0.576750051996869,1,20
1534-1504,1534,1504,1502,0,0,0.0067688378033206,0.475444611858402,0.143737305808454,0.112033807085158,0.573804322386267,1,20
1534-1505,1534,1505,1502,0,0,0.160231432282442,0.296519661302129,0.0128737994532355,0.0210831044483375,0.256630135827185,1,20
1534-1506,1534,1506,1502,0,0,0.123843988741456,0.369986969605967,0.0764794075577904,0.0437158188075934,0.325066408839649,1,20
1534-1507,1534,1507,1502,0,0,0.0987522281639929,0.306195024762457,0.0283270797409183,0.0122063934604233,0.306414608381275,1,20
1541-1501,1541,1501,1506,0,0.8,0.0218190442309972,0.373389486514101,0.121405167275368,,,1,23
1541-1502,1541,1502,1506,0,0,0.0407486377635631,0.305525031601005,0.0467434436447215,,,1,23
1541-1503,1541,1503,1506,0,0,0.205082742316785,0.429512643385946,0.19730757444492,,,1,23
1541-1504,1541,1504,1506,0,0.5,0.10434227330779,0.466993429593713,0.144971211076828,,,1,23
1541-1505,1541,1505,1506,0,0,0.160231432282442,0.288865318560686,0.0135046220309957,,,1,23
1541-1506,1541,1506,1506,1,0.8,0.209489344591878,0.359908415449065,0.0719588603232834,,,1,23
1541-1507,1541,1507,1506,0,0,0.0987522281639929,0.305878051486271,0.0293218227037815,,,1,23
1546-1501,1546,1501,1504,0,0.2,0.132930155342108,0.374745667854453,0.12016002512534,0.0935332611023246,0.310342508058665,2,22
1546-1502,1546,1502,1504,0,0.2,0.374081971096896,0.307223095656771,0.0470380084702372,0.0411122811688642,0.298581568820543,2,22
